Quadrat,Transect,Site,Measurement,Value
2,10,EP,% Wrack,0
1,10,EP,% Wrack,85
1,9,EP,% Wrack,61
2,9,EP,% Wrack,0
3,9,EP,% Wrack,0
1,12,EP,% Wrack,3
4,9,EP,% Wrack,0
5,9,EP,% Wrack,0
1,8,EP,% Wrack,34
2,8,EP,% Wrack,0
3,8,EP,% Wrack,0
4,8,EP,% Wrack,0
5,8,EP,% Wrack,0
1,7,EP,% Wrack,34
2,7,EP,% Wrack,0
3,7,EP,% Wrack,0
2,12,EP,% Wrack,0
4,7,EP,% Wrack,0
5,7,EP,% Wrack,0
1,6,EP,% Wrack,89
2,6,EP,% Wrack,0
3,6,EP,% Wrack,0
4,6,EP,% Wrack,0
5,6,EP,% Wrack,0
5,5,EP,% Wrack,0
4,5,EP,% Wrack,0
3,5,EP,% Wrack,0
3,12,EP,% Wrack,0
2,5,EP,% Wrack,0
1,5,EP,% Wrack,20
1,4,EP,% Wrack,15
2,4,EP,% Wrack,0
3,4,EP,% Wrack,0
4,4,EP,% Wrack,0
5,4,EP,% Wrack,0
5,3,EP,% Wrack,18
4,3,EP,% Wrack,0
3,3,EP,% Wrack,0
4,12,EP,% Wrack,0
2,3,EP,% Wrack,0
1,3,EP,% Wrack,3
1,2,EP,% Wrack,7
2,2,EP,% Wrack,0
3,2,EP,% Wrack,0
4,2,EP,% Wrack,0
5,2,EP,% Wrack,0
1,1,EP,% Wrack,0
2,1,EP,% Wrack,0
3,1,EP,% Wrack,0
5,12,EP,% Wrack,0
4,1,EP,% Wrack,0
5,1,EP,% Wrack,0
5,11,EP,% Wrack,0
4,11,EP,% Wrack,0
3,11,EP,% Wrack,0
4,8,GC,% Wrack,0
5,8,GC,% Wrack,5
1,12,GC,% Wrack,5
2,12,GC,% Wrack,0
3,12,GC,% Wrack,0
4,12,GC,% Wrack,0
5,12,GC,% Wrack,0
1,7,GC,% Wrack,0
2,7,GC,% Wrack,0
1,6,GC,% Wrack,1
1,10,GC,% Wrack,0
2,6,GC,% Wrack,0
5,1,GC,% Wrack,0
1,4,GC,% Wrack,0
2,4,GC,% Wrack,4
3,4,GC,% Wrack,2
4,4,GC,% Wrack,0
5,4,GC,% Wrack,0
1,5,GC,% Wrack,0
2,5,GC,% Wrack,0
3,5,GC,% Wrack,0
2,10,GC,% Wrack,0
4,5,GC,% Wrack,0
5,5,GC,% Wrack,0
1,11,GC,% Wrack,0
2,11,GC,% Wrack,0
3,11,GC,% Wrack,0
4,11,GC,% Wrack,0
5,11,GC,% Wrack,14
1,9,GC,% Wrack,0
2,9,GC,% Wrack,0
3,9,GC,% Wrack,0
3,10,GC,% Wrack,0
4,9,GC,% Wrack,0
5,9,GC,% Wrack,0
5,7,GC,% Wrack,0
4,7,GC,% Wrack,0
3,7,GC,% Wrack,0
5,6,GC,% Wrack,0
4,6,GC,% Wrack,0
4,10,GC,% Wrack,0
5,10,GC,% Wrack,0
1,8,GC,% Wrack,0
2,8,GC,% Wrack,0
3,8,GC,% Wrack,0
4,2,Med,% Wrack,0
5,2,Med,% Wrack,0
1,3,Med,% Wrack,0
2,3,Med,% Wrack,0
3,3,Med,% Wrack,0
4,3,Med,% Wrack,0
5,3,Med,% Wrack,0
1,4,Med,% Wrack,0
2,4,Med,% Wrack,60
3,4,Med,% Wrack,0
1,1,Med,% Wrack,0
4,4,Med,% Wrack,0
5,4,Med,% Wrack,2
5,5,Med,% Wrack,40
4,5,Med,% Wrack,0
3,5,Med,% Wrack,0
2,5,Med,% Wrack,0
1,5,Med,% Wrack,0
1,6,Med,% Wrack,0
2,6,Med,% Wrack,0
3,6,Med,% Wrack,0
2,1,Med,% Wrack,85
4,6,Med,% Wrack,0
5,6,Med,% Wrack,0
1,7,Med,% Wrack,0
2,7,Med,% Wrack,0
3,7,Med,% Wrack,0
4,7,Med,% Wrack,50
5,7,Med,% Wrack,0
1,8,Med,% Wrack,0
2,8,Med,% Wrack,0
3,8,Med,% Wrack,5
3,1,Med,% Wrack,0
4,8,Med,% Wrack,0
5,8,Med,% Wrack,0
5,9,Med,% Wrack,42
4,9,Med,% Wrack,0
3,9,Med,% Wrack,0
2,9,Med,% Wrack,0
1,9,Med,% Wrack,0
5,10,Med,% Wrack,0
4,10,Med,% Wrack,0
3,10,Med,% Wrack,0
4,1,Med,% Wrack,0
2,10,Med,% Wrack,0
1,10,Med,% Wrack,0
1,11,Med,% Wrack,0
2,11,Med,% Wrack,0
3,11,Med,% Wrack,0
4,11,Med,% Wrack,0
5,11,Med,% Wrack,0
1,12,Med,% Wrack,0
2,12,Med,% Wrack,0
3,12,Med,% Wrack,0
5,1,Med,% Wrack,0
4,12,Med,% Wrack,0
5,12,Med,% Wrack,0
1,2,Med,% Wrack,0
2,2,Med,% Wrack,0
3,2,Med,% Wrack,0
4,2,N,% Wrack,NA
5,2,N,% Wrack,NA
1,3,N,% Wrack,NA
2,3,N,% Wrack,NA
3,3,N,% Wrack,NA
4,3,N,% Wrack,NA
5,3,N,% Wrack,NA
1,4,N,% Wrack,NA
2,4,N,% Wrack,NA
3,4,N,% Wrack,NA
1,1,N,% Wrack,NA
4,4,N,% Wrack,NA
5,4,N,% Wrack,NA
1,5,N,% Wrack,NA
2,5,N,% Wrack,NA
3,5,N,% Wrack,NA
4,5,N,% Wrack,NA
5,5,N,% Wrack,NA
1,6,N,% Wrack,NA
2,6,N,% Wrack,NA
3,6,N,% Wrack,NA
2,1,N,% Wrack,NA
4,6,N,% Wrack,NA
5,6,N,% Wrack,NA
1,7,N,% Wrack,NA
2,7,N,% Wrack,NA
3,7,N,% Wrack,NA
4,7,N,% Wrack,NA
5,7,N,% Wrack,NA
1,8,N,% Wrack,NA
2,8,N,% Wrack,NA
3,8,N,% Wrack,NA
3,1,N,% Wrack,NA
4,8,N,% Wrack,NA
5,8,N,% Wrack,NA
1,9,N,% Wrack,NA
2,9,N,% Wrack,NA
3,9,N,% Wrack,NA
4,9,N,% Wrack,NA
5,9,N,% Wrack,NA
1,10,N,% Wrack,NA
2,10,N,% Wrack,NA
3,10,N,% Wrack,NA
4,1,N,% Wrack,NA
4,10,N,% Wrack,NA
5,10,N,% Wrack,NA
1,11,N,% Wrack,NA
2,11,N,% Wrack,NA
3,11,N,% Wrack,NA
4,11,N,% Wrack,NA
5,11,N,% Wrack,NA
1,12,N,% Wrack,NA
2,12,N,% Wrack,NA
3,12,N,% Wrack,NA
5,1,N,% Wrack,NA
4,12,N,% Wrack,NA
5,12,N,% Wrack,NA
1,2,N,% Wrack,NA
2,2,N,% Wrack,NA
3,2,N,% Wrack,NA
4,2,PI,% Wrack,0
5,2,PI,% Wrack,0
1,3,PI,% Wrack,0
2,3,PI,% Wrack,0
3,3,PI,% Wrack,0
4,3,PI,% Wrack,0
5,3,PI,% Wrack,0
1,4,PI,% Wrack,0
2,4,PI,% Wrack,0
3,4,PI,% Wrack,0
1,1,PI,% Wrack,0
4,4,PI,% Wrack,0
5,4,PI,% Wrack,0
1,5,PI,% Wrack,0
2,5,PI,% Wrack,0
3,5,PI,% Wrack,0
4,5,PI,% Wrack,0
5,5,PI,% Wrack,9
1,6,PI,% Wrack,0
2,6,PI,% Wrack,0
3,6,PI,% Wrack,0
2,1,PI,% Wrack,0
4,6,PI,% Wrack,12
5,6,PI,% Wrack,0
1,7,PI,% Wrack,0
2,7,PI,% Wrack,0
3,7,PI,% Wrack,0
4,7,PI,% Wrack,0
5,7,PI,% Wrack,0
1,8,PI,% Wrack,0
2,8,PI,% Wrack,0
3,8,PI,% Wrack,0
3,1,PI,% Wrack,0
4,8,PI,% Wrack,0
5,8,PI,% Wrack,0
1,9,PI,% Wrack,0
2,9,PI,% Wrack,0
3,9,PI,% Wrack,0
4,9,PI,% Wrack,0
5,9,PI,% Wrack,6
1,10,PI,% Wrack,11
2,10,PI,% Wrack,0
3,10,PI,% Wrack,0
4,1,PI,% Wrack,0
4,10,PI,% Wrack,0
5,10,PI,% Wrack,0
1,11,PI,% Wrack,5
2,11,PI,% Wrack,0
3,11,PI,% Wrack,0
4,11,PI,% Wrack,0
5,11,PI,% Wrack,0
1,12,PI,% Wrack,0
2,12,PI,% Wrack,0
3,12,PI,% Wrack,0
5,1,PI,% Wrack,0
4,12,PI,% Wrack,0
5,12,PI,% Wrack,0
1,2,PI,% Wrack,0
2,2,PI,% Wrack,0
3,2,PI,% Wrack,0
4,2,PI15,% Wrack,0
5,2,PI15,% Wrack,0
1,3,PI15,% Wrack,0
2,3,PI15,% Wrack,0
3,3,PI15,% Wrack,0
4,3,PI15,% Wrack,0
5,3,PI15,% Wrack,0
1,4,PI15,% Wrack,0
2,4,PI15,% Wrack,0
3,4,PI15,% Wrack,0
1,1,PI15,% Wrack,0
4,4,PI15,% Wrack,65
5,4,PI15,% Wrack,0
5,5,PI15,% Wrack,0
4,5,PI15,% Wrack,0
3,5,PI15,% Wrack,0
2,5,PI15,% Wrack,0
1,5,PI15,% Wrack,0
1,6,PI15,% Wrack,0
2,6,PI15,% Wrack,0
3,6,PI15,% Wrack,0
2,1,PI15,% Wrack,0
4,6,PI15,% Wrack,0
5,6,PI15,% Wrack,18
1,7,PI15,% Wrack,0
2,7,PI15,% Wrack,0
3,7,PI15,% Wrack,0
4,7,PI15,% Wrack,0
5,7,PI15,% Wrack,72
1,8,PI15,% Wrack,0
2,8,PI15,% Wrack,0
3,8,PI15,% Wrack,0
3,1,PI15,% Wrack,3
4,8,PI15,% Wrack,0
5,8,PI15,% Wrack,16
1,9,PI15,% Wrack,0
2,9,PI15,% Wrack,0
3,9,PI15,% Wrack,0
4,9,PI15,% Wrack,0
5,9,PI15,% Wrack,0
1,10,PI15,% Wrack,0
2,10,PI15,% Wrack,0
3,10,PI15,% Wrack,0
4,1,PI15,% Wrack,0
4,10,PI15,% Wrack,0
5,10,PI15,% Wrack,0
1,11,PI15,% Wrack,0
2,11,PI15,% Wrack,0
3,11,PI15,% Wrack,0
4,11,PI15,% Wrack,0
5,11,PI15,% Wrack,0
1,12,PI15,% Wrack,0
2,12,PI15,% Wrack,0
3,12,PI15,% Wrack,0
5,1,PI15,% Wrack,48
4,12,PI15,% Wrack,0
5,12,PI15,% Wrack,0
1,2,PI15,% Wrack,0
2,2,PI15,% Wrack,0
3,2,PI15,% Wrack,0
4,2,SQ,% Wrack,1
5,2,SQ,% Wrack,22
1,3,SQ,% Wrack,0
2,3,SQ,% Wrack,0
3,3,SQ,% Wrack,0
4,3,SQ,% Wrack,0
5,3,SQ,% Wrack,5
1,4,SQ,% Wrack,0
2,4,SQ,% Wrack,5
3,4,SQ,% Wrack,0
1,1,SQ,% Wrack,0
4,4,SQ,% Wrack,0
5,4,SQ,% Wrack,1
5,5,SQ,% Wrack,0
4,5,SQ,% Wrack,3
3,5,SQ,% Wrack,3
2,5,SQ,% Wrack,0
1,5,SQ,% Wrack,15
1,6,SQ,% Wrack,0
2,6,SQ,% Wrack,0
3,6,SQ,% Wrack,0
2,1,SQ,% Wrack,0
4,6,SQ,% Wrack,0
5,6,SQ,% Wrack,30
1,7,SQ,% Wrack,0
2,7,SQ,% Wrack,0
3,7,SQ,% Wrack,0
4,7,SQ,% Wrack,3
5,7,SQ,% Wrack,6
1,8,SQ,% Wrack,10
2,8,SQ,% Wrack,0
3,8,SQ,% Wrack,0
3,1,SQ,% Wrack,0
4,8,SQ,% Wrack,0
5,8,SQ,% Wrack,3
1,9,SQ,% Wrack,0
2,9,SQ,% Wrack,0
3,9,SQ,% Wrack,0
4,9,SQ,% Wrack,15
5,9,SQ,% Wrack,0
1,10,SQ,% Wrack,2
2,10,SQ,% Wrack,0
3,10,SQ,% Wrack,0
4,1,SQ,% Wrack,0
4,10,SQ,% Wrack,10
5,10,SQ,% Wrack,4
1,11,SQ,% Wrack,0
2,11,SQ,% Wrack,12
3,11,SQ,% Wrack,0
4,11,SQ,% Wrack,0
5,11,SQ,% Wrack,1
1,12,SQ,% Wrack,16
2,12,SQ,% Wrack,0
3,12,SQ,% Wrack,5
5,1,SQ,% Wrack,3
4,12,SQ,% Wrack,1.5
5,12,SQ,% Wrack,8
1,2,SQ,% Wrack,0
2,2,SQ,% Wrack,0
3,2,SQ,% Wrack,38
4,2,W,% Wrack,10
5,2,W,% Wrack,56
1,3,W,% Wrack,3
2,3,W,% Wrack,0
3,3,W,% Wrack,2
4,3,W,% Wrack,2
5,3,W,% Wrack,10
1,4,W,% Wrack,3
2,4,W,% Wrack,20
3,4,W,% Wrack,1
1,1,W,% Wrack,15
4,4,W,% Wrack,5
5,4,W,% Wrack,0
1,5,W,% Wrack,17
2,5,W,% Wrack,0
3,5,W,% Wrack,0
4,5,W,% Wrack,0
5,5,W,% Wrack,0
1,6,W,% Wrack,15
2,6,W,% Wrack,0
3,6,W,% Wrack,0
2,1,W,% Wrack,0
4,6,W,% Wrack,0
5,6,W,% Wrack,0
1,7,W,% Wrack,20
2,7,W,% Wrack,0
3,7,W,% Wrack,0
4,7,W,% Wrack,0
5,7,W,% Wrack,0
1,8,W,% Wrack,0
2,8,W,% Wrack,0
3,8,W,% Wrack,0
3,1,W,% Wrack,1
4,8,W,% Wrack,0
5,8,W,% Wrack,0
1,9,W,% Wrack,20
2,9,W,% Wrack,0
3,9,W,% Wrack,0
4,9,W,% Wrack,0
5,9,W,% Wrack,0
1,10,W,% Wrack,17
2,10,W,% Wrack,0
3,10,W,% Wrack,0
4,1,W,% Wrack,0
4,10,W,% Wrack,0
5,10,W,% Wrack,22
1,11,W,% Wrack,24
2,11,W,% Wrack,0
3,11,W,% Wrack,0
4,11,W,% Wrack,0
5,11,W,% Wrack,0
1,12,W,% Wrack,2
2,12,W,% Wrack,0
3,12,W,% Wrack,0
5,1,W,% Wrack,0
4,12,W,% Wrack,1
5,12,W,% Wrack,24
0,0,W,% Wrack,0
0,0,W,% Wrack,0
0,0,W,% Wrack,0
0,0,W,% Wrack,0
0,0,W,% Wrack,0
0,0,W,% Wrack,0
0,0,W,% Wrack,0
0,0,W,% Wrack,0
1,2,W,% Wrack,2
0,0,W,% Wrack,0
0,0,W,% Wrack,0
0,0,W,% Wrack,0
0,0,W,% Wrack,0
0,0,W,% Wrack,0
0,0,W,% Wrack,0
2,2,W,% Wrack,0
3,2,W,% Wrack,0
2,11,EP,Burrows,0
1,11,EP,Burrows,40
5,10,EP,Burrows,0
4,10,EP,Burrows,8
3,10,EP,Burrows,0
2,10,EP,Burrows,16
1,10,EP,Burrows,24
1,9,EP,Burrows,144
2,9,EP,Burrows,32
3,9,EP,Burrows,0
1,12,EP,Burrows,56
4,9,EP,Burrows,24
5,9,EP,Burrows,0
1,8,EP,Burrows,32
2,8,EP,Burrows,48
3,8,EP,Burrows,0
4,8,EP,Burrows,0
5,8,EP,Burrows,8
1,7,EP,Burrows,48
2,7,EP,Burrows,0
3,7,EP,Burrows,0
2,12,EP,Burrows,0
4,7,EP,Burrows,32
5,7,EP,Burrows,0
1,6,EP,Burrows,176
2,6,EP,Burrows,56
3,6,EP,Burrows,0
4,6,EP,Burrows,0
5,6,EP,Burrows,0
5,5,EP,Burrows,136
4,5,EP,Burrows,8
3,5,EP,Burrows,0
3,12,EP,Burrows,0
2,5,EP,Burrows,0
1,5,EP,Burrows,96
1,4,EP,Burrows,104
2,4,EP,Burrows,0
3,4,EP,Burrows,72
4,4,EP,Burrows,56
5,4,EP,Burrows,32
5,3,EP,Burrows,8
4,3,EP,Burrows,48
3,3,EP,Burrows,8
4,12,EP,Burrows,0
2,3,EP,Burrows,16
1,3,EP,Burrows,32
1,2,EP,Burrows,16
2,2,EP,Burrows,48
3,2,EP,Burrows,0
4,2,EP,Burrows,16
5,2,EP,Burrows,56
1,1,EP,Burrows,88
2,1,EP,Burrows,0
3,1,EP,Burrows,0
5,12,EP,Burrows,0
4,1,EP,Burrows,0
5,1,EP,Burrows,0
5,11,EP,Burrows,8
4,11,EP,Burrows,0
3,11,EP,Burrows,0
4,8,GC,Burrows,0
5,8,GC,Burrows,0
1,12,GC,Burrows,72
2,12,GC,Burrows,0
3,12,GC,Burrows,0
4,12,GC,Burrows,0
5,12,GC,Burrows,0
1,7,GC,Burrows,48
2,7,GC,Burrows,0
1,6,GC,Burrows,0
1,10,GC,Burrows,64
2,6,GC,Burrows,0
5,1,GC,Burrows,0
1,4,GC,Burrows,16
2,4,GC,Burrows,0
3,4,GC,Burrows,0
4,4,GC,Burrows,0
5,4,GC,Burrows,0
1,5,GC,Burrows,32
2,5,GC,Burrows,0
3,5,GC,Burrows,0
2,10,GC,Burrows,0
4,5,GC,Burrows,24
5,5,GC,Burrows,0
1,11,GC,Burrows,8
2,11,GC,Burrows,0
3,11,GC,Burrows,0
4,11,GC,Burrows,0
5,11,GC,Burrows,0
1,9,GC,Burrows,32
2,9,GC,Burrows,0
3,9,GC,Burrows,0
3,10,GC,Burrows,0
4,9,GC,Burrows,0
5,9,GC,Burrows,0
5,7,GC,Burrows,0
4,7,GC,Burrows,0
3,7,GC,Burrows,0
5,6,GC,Burrows,0
4,6,GC,Burrows,0
4,10,GC,Burrows,0
5,10,GC,Burrows,0
1,8,GC,Burrows,88
2,8,GC,Burrows,0
3,8,GC,Burrows,0
4,2,Med,Burrows,0
5,2,Med,Burrows,0
1,3,Med,Burrows,168
2,3,Med,Burrows,0
3,3,Med,Burrows,0
4,3,Med,Burrows,0
5,3,Med,Burrows,0
1,4,Med,Burrows,312
2,4,Med,Burrows,24
3,4,Med,Burrows,0
1,1,Med,Burrows,200
4,4,Med,Burrows,0
5,4,Med,Burrows,0
5,5,Med,Burrows,0
4,5,Med,Burrows,0
3,5,Med,Burrows,0
2,5,Med,Burrows,0
1,5,Med,Burrows,144
1,6,Med,Burrows,184
2,6,Med,Burrows,296
3,6,Med,Burrows,144
2,1,Med,Burrows,0
4,6,Med,Burrows,16
5,6,Med,Burrows,16
1,7,Med,Burrows,0
2,7,Med,Burrows,32
3,7,Med,Burrows,16
4,7,Med,Burrows,240
5,7,Med,Burrows,0
1,8,Med,Burrows,0
2,8,Med,Burrows,0
3,8,Med,Burrows,0
3,1,Med,Burrows,16
4,8,Med,Burrows,0
5,8,Med,Burrows,0
5,9,Med,Burrows,0
4,9,Med,Burrows,0
3,9,Med,Burrows,0
2,9,Med,Burrows,0
1,9,Med,Burrows,0
5,10,Med,Burrows,0
4,10,Med,Burrows,0
3,10,Med,Burrows,8
4,1,Med,Burrows,0
2,10,Med,Burrows,8
1,10,Med,Burrows,8
1,11,Med,Burrows,8
2,11,Med,Burrows,144
3,11,Med,Burrows,0
4,11,Med,Burrows,0
5,11,Med,Burrows,0
1,12,Med,Burrows,24
2,12,Med,Burrows,160
3,12,Med,Burrows,0
5,1,Med,Burrows,0
4,12,Med,Burrows,0
5,12,Med,Burrows,0
1,2,Med,Burrows,136
2,2,Med,Burrows,0
3,2,Med,Burrows,8
4,2,N,Burrows,304
5,2,N,Burrows,0
1,3,N,Burrows,192
2,3,N,Burrows,0
3,3,N,Burrows,80
4,3,N,Burrows,0
5,3,N,Burrows,96
1,4,N,Burrows,96
2,4,N,Burrows,24
3,4,N,Burrows,144
1,1,N,Burrows,352
4,4,N,Burrows,80
5,4,N,Burrows,0
1,5,N,Burrows,8
2,5,N,Burrows,0
3,5,N,Burrows,0
4,5,N,Burrows,360
5,5,N,Burrows,0
1,6,N,Burrows,232
2,6,N,Burrows,0
3,6,N,Burrows,56
2,1,N,Burrows,56
4,6,N,Burrows,0
5,6,N,Burrows,0
1,7,N,Burrows,256
2,7,N,Burrows,48
3,7,N,Burrows,0
4,7,N,Burrows,0
5,7,N,Burrows,0
1,8,N,Burrows,0
2,8,N,Burrows,0
3,8,N,Burrows,0
3,1,N,Burrows,184
4,8,N,Burrows,0
5,8,N,Burrows,0
1,9,N,Burrows,96
2,9,N,Burrows,0
3,9,N,Burrows,0
4,9,N,Burrows,0
5,9,N,Burrows,0
1,10,N,Burrows,40
2,10,N,Burrows,24
3,10,N,Burrows,0
4,1,N,Burrows,0
4,10,N,Burrows,0
5,10,N,Burrows,0
1,11,N,Burrows,40
2,11,N,Burrows,0
3,11,N,Burrows,0
4,11,N,Burrows,0
5,11,N,Burrows,0
1,12,N,Burrows,200
2,12,N,Burrows,32
3,12,N,Burrows,0
5,1,N,Burrows,0
4,12,N,Burrows,0
5,12,N,Burrows,0
1,2,N,Burrows,288
2,2,N,Burrows,136
3,2,N,Burrows,0
4,2,PI,Burrows,0
5,2,PI,Burrows,0
1,3,PI,Burrows,0
2,3,PI,Burrows,0
3,3,PI,Burrows,0
4,3,PI,Burrows,0
5,3,PI,Burrows,0
1,4,PI,Burrows,0
2,4,PI,Burrows,0
3,4,PI,Burrows,0
1,1,PI,Burrows,0
4,4,PI,Burrows,0
5,4,PI,Burrows,0
1,5,PI,Burrows,0
2,5,PI,Burrows,0
3,5,PI,Burrows,0
4,5,PI,Burrows,0
5,5,PI,Burrows,0
1,6,PI,Burrows,0
2,6,PI,Burrows,0
3,6,PI,Burrows,0
2,1,PI,Burrows,0
4,6,PI,Burrows,0
5,6,PI,Burrows,0
1,7,PI,Burrows,48
2,7,PI,Burrows,0
3,7,PI,Burrows,0
4,7,PI,Burrows,0
5,7,PI,Burrows,0
1,8,PI,Burrows,0
2,8,PI,Burrows,0
3,8,PI,Burrows,0
3,1,PI,Burrows,0
4,8,PI,Burrows,0
5,8,PI,Burrows,0
1,9,PI,Burrows,0
2,9,PI,Burrows,0
3,9,PI,Burrows,0
4,9,PI,Burrows,0
5,9,PI,Burrows,0
1,10,PI,Burrows,24
2,10,PI,Burrows,0
3,10,PI,Burrows,0
4,1,PI,Burrows,0
4,10,PI,Burrows,0
5,10,PI,Burrows,0
1,11,PI,Burrows,8
2,11,PI,Burrows,0
3,11,PI,Burrows,0
4,11,PI,Burrows,0
5,11,PI,Burrows,0
1,12,PI,Burrows,16
2,12,PI,Burrows,0
3,12,PI,Burrows,0
5,1,PI,Burrows,0
4,12,PI,Burrows,0
5,12,PI,Burrows,0
1,2,PI,Burrows,0
2,2,PI,Burrows,0
3,2,PI,Burrows,0
4,2,PI15,Burrows,0
5,2,PI15,Burrows,0
1,3,PI15,Burrows,0
2,3,PI15,Burrows,0
3,3,PI15,Burrows,0
4,3,PI15,Burrows,0
5,3,PI15,Burrows,0
1,4,PI15,Burrows,0
2,4,PI15,Burrows,0
3,4,PI15,Burrows,0
1,1,PI15,Burrows,0
4,4,PI15,Burrows,0
5,4,PI15,Burrows,0
5,5,PI15,Burrows,0
4,5,PI15,Burrows,0
3,5,PI15,Burrows,0
2,5,PI15,Burrows,0
1,5,PI15,Burrows,0
1,6,PI15,Burrows,16
2,6,PI15,Burrows,0
3,6,PI15,Burrows,0
2,1,PI15,Burrows,0
4,6,PI15,Burrows,0
5,6,PI15,Burrows,0
1,7,PI15,Burrows,8
2,7,PI15,Burrows,0
3,7,PI15,Burrows,0
4,7,PI15,Burrows,0
5,7,PI15,Burrows,0
1,8,PI15,Burrows,8
2,8,PI15,Burrows,0
3,8,PI15,Burrows,0
3,1,PI15,Burrows,0
4,8,PI15,Burrows,0
5,8,PI15,Burrows,0
1,9,PI15,Burrows,0
2,9,PI15,Burrows,0
3,9,PI15,Burrows,0
4,9,PI15,Burrows,0
5,9,PI15,Burrows,0
1,10,PI15,Burrows,0
2,10,PI15,Burrows,0
3,10,PI15,Burrows,0
4,1,PI15,Burrows,0
4,10,PI15,Burrows,0
5,10,PI15,Burrows,0
1,11,PI15,Burrows,0
2,11,PI15,Burrows,0
3,11,PI15,Burrows,0
4,11,PI15,Burrows,0
5,11,PI15,Burrows,0
1,12,PI15,Burrows,16
2,12,PI15,Burrows,0
3,12,PI15,Burrows,0
5,1,PI15,Burrows,0
4,12,PI15,Burrows,0
5,12,PI15,Burrows,0
1,2,PI15,Burrows,0
2,2,PI15,Burrows,0
3,2,PI15,Burrows,0
4,2,SQ,Burrows,0
5,2,SQ,Burrows,0
1,3,SQ,Burrows,0
2,3,SQ,Burrows,0
3,3,SQ,Burrows,0
4,3,SQ,Burrows,0
5,3,SQ,Burrows,0
1,4,SQ,Burrows,16
2,4,SQ,Burrows,0
3,4,SQ,Burrows,0
1,1,SQ,Burrows,0
4,4,SQ,Burrows,0
5,4,SQ,Burrows,0
5,5,SQ,Burrows,0
4,5,SQ,Burrows,0
3,5,SQ,Burrows,8
2,5,SQ,Burrows,0
1,5,SQ,Burrows,0
1,6,SQ,Burrows,0
2,6,SQ,Burrows,0
3,6,SQ,Burrows,0
2,1,SQ,Burrows,0
4,6,SQ,Burrows,0
5,6,SQ,Burrows,0
1,7,SQ,Burrows,0
2,7,SQ,Burrows,0
3,7,SQ,Burrows,0
4,7,SQ,Burrows,0
5,7,SQ,Burrows,0
1,8,SQ,Burrows,0
2,8,SQ,Burrows,8
3,8,SQ,Burrows,0
3,1,SQ,Burrows,0
4,8,SQ,Burrows,0
5,8,SQ,Burrows,0
1,9,SQ,Burrows,0
2,9,SQ,Burrows,0
3,9,SQ,Burrows,0
4,9,SQ,Burrows,0
5,9,SQ,Burrows,0
1,10,SQ,Burrows,8
2,10,SQ,Burrows,0
3,10,SQ,Burrows,0
4,1,SQ,Burrows,0
4,10,SQ,Burrows,0
5,10,SQ,Burrows,0
1,11,SQ,Burrows,0
2,11,SQ,Burrows,0
3,11,SQ,Burrows,0
4,11,SQ,Burrows,0
5,11,SQ,Burrows,0
1,12,SQ,Burrows,32
2,12,SQ,Burrows,0
3,12,SQ,Burrows,0
5,1,SQ,Burrows,0
4,12,SQ,Burrows,0
5,12,SQ,Burrows,0
1,2,SQ,Burrows,0
2,2,SQ,Burrows,0
3,2,SQ,Burrows,0
4,2,W,Burrows,96
5,2,W,Burrows,0
1,3,W,Burrows,0
2,3,W,Burrows,0
3,3,W,Burrows,48
4,3,W,Burrows,8
5,3,W,Burrows,0
1,4,W,Burrows,0
2,4,W,Burrows,48
3,4,W,Burrows,24
1,1,W,Burrows,0
4,4,W,Burrows,24
5,4,W,Burrows,0
1,5,W,Burrows,48
2,5,W,Burrows,48
3,5,W,Burrows,16
4,5,W,Burrows,24
5,5,W,Burrows,0
1,6,W,Burrows,144
2,6,W,Burrows,32
3,6,W,Burrows,24
2,1,W,Burrows,24
4,6,W,Burrows,0
5,6,W,Burrows,0
1,7,W,Burrows,96
2,7,W,Burrows,0
3,7,W,Burrows,40
4,7,W,Burrows,32
5,7,W,Burrows,0
1,8,W,Burrows,0
2,8,W,Burrows,24
3,8,W,Burrows,0
3,1,W,Burrows,0
4,8,W,Burrows,8
5,8,W,Burrows,0
1,9,W,Burrows,0
2,9,W,Burrows,16
3,9,W,Burrows,48
4,9,W,Burrows,8
5,9,W,Burrows,0
1,10,W,Burrows,0
2,10,W,Burrows,0
3,10,W,Burrows,0
4,1,W,Burrows,16
4,10,W,Burrows,0
5,10,W,Burrows,0
1,11,W,Burrows,24
2,11,W,Burrows,0
3,11,W,Burrows,0
4,11,W,Burrows,0
5,11,W,Burrows,0
1,12,W,Burrows,0
2,12,W,Burrows,32
3,12,W,Burrows,0
5,1,W,Burrows,0
4,12,W,Burrows,0
5,12,W,Burrows,56
0,0,W,Burrows,0
0,0,W,Burrows,0
0,0,W,Burrows,0
0,0,W,Burrows,0
0,0,W,Burrows,0
0,0,W,Burrows,0
0,0,W,Burrows,0
0,0,W,Burrows,0
1,2,W,Burrows,0
0,0,W,Burrows,0
0,0,W,Burrows,0
0,0,W,Burrows,0
0,0,W,Burrows,0
0,0,W,Burrows,0
0,0,W,Burrows,0
2,2,W,Burrows,16
3,2,W,Burrows,40
2,11,EP,DISP,0
1,11,EP,DISP,0
5,10,EP,DISP,0
4,10,EP,DISP,0
3,10,EP,DISP,0
2,10,EP,DISP,0
1,10,EP,DISP,0
1,9,EP,DISP,0
2,9,EP,DISP,0
